"Engineering Mathematics I","Chemistry","Communication Techniques","Programming in C","Basic Electrical Engineering","Mechanical Workshop","Engineering
Mathematics II",Physics,"Engineering
Drawing","Object Oriented
Programming in C++","Applied
Mechanics I","Thermal 
Science","Engineering 
Mathematics III","Data Structure 
and Algorithms","Electrical
Engineering ",Network Theory,"Electronics
Devices and ",Logic Circuits,"Engineering 
Mathematics IV",Instrumentation,"Database Management 
Systems","Programming
Technology",Microprocessors,Project I,"Numerical
Methods","Probability and 
Statistics","Operating
Systems","Computer 
Architecture","Computer 
Graphics","Theory of
Computation",Simulation and Modeling,Data Communication,Object Oriented Software,Embedded Systems,Project II,Elective I,"Artificial
Intelligence","Engineering
Economics",Computer Network,"Image Processing and
Pattern Recognition","ICT Project 
Management",Elective II,"Digital Signal 
Analysis
Processing","Social and
Professional 
Issues in IT","Organization and
Management","Information
System",Project III,Elective III
2.532467532,3.155844156,2.058441558,2.746753247,3.746753247,4,2.953246753,0,0.4207792208,0.5766233766,0,2.793506494,2.797402597,2.311688312,2.279220779,0.4675324675,0,3.409090909,2.279220779,3.3,3.746753247,3.544155844,2.953246753,4,3.409090909,2.279220779,2.953246753,3.544155844,2.953246753,3.206493506,2.746753247,3.097402597,3.362337662,0.4207792208,3.746753247,3.953246753,3.206493506,0,3.206493506,2.532467532,2.7,3.688311688,0,2.7,3.590909091,0.4207792208,3.7,3.637662338
2.535464535,3.154845155,2.056143856,2.746453546,3.746453546,4,2.953546454,0,0.4180819181,0.5729270729,0,2.792907093,2.798701299,2.30969031,2.281918082,0.4645354645,0,3.408391608,2.281918082,3.3,3.746453546,3.545154845,2.953546454,4,3.408391608,2.281918082,2.953546454,3.545154845,2.953546454,3.207092907,2.746453546,3.098701299,3.361938062,0.4180819181,3.746453546,3.953546454,3.207092907,0,3.207092907,2.535464535,2.7,3.69030969,0,2.7,3.591608392,0.4180819181,3.7,3.638061938
2.538461538,3.153846154,2.053846154,2.746153846,3.746153846,4,2.953846154,0,0.4153846154,0.5692307692,0,2.792307692,2.8,2.307692308,2.284615385,0.4615384615,0,3.407692308,2.284615385,3.3,3.746153846,3.546153846,2.953846154,4,3.407692308,2.284615385,2.953846154,3.546153846,2.953846154,3.207692308,2.746153846,3.1,3.361538462,0.4153846154,3.746153846,3.953846154,3.207692308,0,3.207692308,2.538461538,2.7,3.692307692,0,2.7,3.592307692,0.4153846154,3.7,3.638461538
2.541458541,3.152847153,2.051548452,2.745854146,3.745854146,4,2.954145854,0,0.4126873127,0.5655344655,0,2.791708292,2.801298701,2.305694306,2.287312687,0.4585414585,0,3.406993007,2.287312687,3.3,3.745854146,3.547152847,2.954145854,4,3.406993007,2.287312687,2.954145854,3.547152847,2.954145854,3.208291708,2.745854146,3.101298701,3.361138861,0.4126873127,3.745854146,3.954145854,3.208291708,0,3.208291708,2.541458541,2.7,3.694305694,0,2.7,3.593006993,0.4126873127,3.7,3.638861139
2.544455544,3.151848152,2.049250749,2.745554446,3.745554446,4,2.954445554,0,0.40999001,0.5618381618,0,2.791108891,2.802597403,2.303696304,2.29000999,0.4555444555,0,3.406293706,2.29000999,3.3,3.745554446,3.548151848,2.954445554,4,3.406293706,2.29000999,2.954445554,3.548151848,2.954445554,3.208891109,2.745554446,3.102597403,3.360739261,0.40999001,3.745554446,3.954445554,3.208891109,0,3.208891109,2.544455544,2.7,3.696303696,0,2.7,3.593706294,0.40999001,3.7,3.639260739
2.547452547,3.150849151,2.046953047,2.745254745,3.745254745,4,2.954745255,0,0.4072927073,0.5581418581,0,2.790509491,2.803896104,2.301698302,2.292707293,0.4525474525,0,3.405594406,2.292707293,3.3,3.745254745,3.549150849,2.954745255,4,3.405594406,2.292707293,2.954745255,3.549150849,2.954745255,3.209490509,2.745254745,3.103896104,3.36033966,0.4072927073,3.745254745,3.954745255,3.209490509,0,3.209490509,2.547452547,2.7,3.698301698,0,2.7,3.594405594,0.4072927073,3.7,3.63966034
2.55044955,3.14985015,2.044655345,2.744955045,3.744955045,4,2.955044955,0,0.4045954046,0.5544455544,0,2.78991009,2.805194805,2.2997003,2.295404595,0.4495504496,0,3.404895105,2.295404595,3.3,3.744955045,3.55014985,2.955044955,4,3.404895105,2.295404595,2.955044955,3.55014985,2.955044955,3.21008991,2.744955045,3.105194805,3.35994006,0.4045954046,3.744955045,3.955044955,3.21008991,0,3.21008991,2.55044955,2.7,3.7002997,0,2.7,3.595104895,0.4045954046,3.7,3.64005994
2.553446553,3.148851149,2.042357642,2.744655345,3.744655345,4,2.955344655,0,0.4018981019,0.5507492507,0,2.789310689,2.806493506,2.297702298,2.298101898,0.4465534466,0,3.404195804,2.298101898,3.3,3.744655345,3.551148851,2.955344655,4,3.404195804,2.298101898,2.955344655,3.551148851,2.955344655,3.210689311,2.744655345,3.106493506,3.35954046,0.4018981019,3.744655345,3.955344655,3.210689311,0,3.210689311,2.553446553,2.7,3.702297702,0,2.7,3.595804196,0.4018981019,3.7,3.64045954
2.556443556,3.147852148,2.04005994,2.744355644,3.744355644,4,2.955644356,0,0.3992007992,0.5470529471,0,2.788711289,2.807792208,2.295704296,2.300799201,0.4435564436,0,3.403496503,2.300799201,3.3,3.744355644,3.552147852,2.955644356,4,3.403496503,2.300799201,2.955644356,3.552147852,2.955644356,3.211288711,2.744355644,3.107792208,3.359140859,0.3992007992,3.744355644,3.955644356,3.211288711,0,3.211288711,2.556443556,2.7,3.704295704,0,2.7,3.596503497,0.3992007992,3.7,3.640859141
2.559440559,3.146853147,2.037762238,2.744055944,3.744055944,4,2.955944056,0,0.3965034965,0.5433566434,0,2.788111888,2.809090909,2.293706294,2.303496503,0.4405594406,0,3.402797203,2.303496503,3.3,3.744055944,3.553146853,2.955944056,4,3.402797203,2.303496503,2.955944056,3.553146853,2.955944056,3.211888112,2.744055944,3.109090909,3.358741259,0.3965034965,3.744055944,3.955944056,3.211888112,0,3.211888112,2.559440559,2.7,3.706293706,0,2.7,3.597202797,0.3965034965,3.7,3.641258741
2.562437562,3.145854146,2.035464535,2.743756244,3.743756244,4,2.956243756,0,0.3938061938,0.5396603397,0,2.787512488,2.81038961,2.291708292,2.306193806,0.4375624376,0,3.402097902,2.306193806,3.3,3.743756244,3.554145854,2.956243756,4,3.402097902,2.306193806,2.956243756,3.554145854,2.956243756,3.212487512,2.743756244,3.11038961,3.358341658,0.3938061938,3.743756244,3.956243756,3.212487512,0,3.212487512,2.562437562,2.7,3.708291708,0,2.7,3.597902098,0.3938061938,3.7,3.641658342
2.565434565,3.144855145,2.033166833,2.743456543,3.743456543,4,2.956543457,0,0.3911088911,0.535964036,0,2.786913087,2.811688312,2.28971029,2.308891109,0.4345654346,0,3.401398601,2.308891109,3.3,3.743456543,3.555144855,2.956543457,4,3.401398601,2.308891109,2.956543457,3.555144855,2.956543457,3.213086913,2.743456543,3.111688312,3.357942058,0.3911088911,3.743456543,3.956543457,3.213086913,0,3.213086913,2.565434565,2.7,3.71028971,0,2.7,3.598601399,0.3911088911,3.7,3.642057942
2.568431568,3.143856144,2.030869131,2.743156843,3.743156843,4,2.956843157,0,0.3884115884,0.5322677323,0,2.786313686,2.812987013,2.287712288,2.311588412,0.4315684316,0,3.400699301,2.311588412,3.3,3.743156843,3.556143856,2.956843157,4,3.400699301,2.311588412,2.956843157,3.556143856,2.956843157,3.213686314,2.743156843,3.112987013,3.357542458,0.3884115884,3.743156843,3.956843157,3.213686314,0,3.213686314,2.568431568,2.7,3.712287712,0,2.7,3.599300699,0.3884115884,3.7,3.642457542
2.571428571,3.142857143,2.028571429,2.742857143,3.742857143,4,2.957142857,0,0.3857142857,0.5285714286,0,2.785714286,2.814285714,2.285714286,2.314285714,0.4285714286,0,3.4,2.314285714,3.3,3.742857143,3.557142857,2.957142857,4,3.4,2.314285714,2.957142857,3.557142857,2.957142857,3.214285714,2.742857143,3.114285714,3.357142857,0.3857142857,3.742857143,3.957142857,3.214285714,0,3.214285714,2.571428571,2.7,3.714285714,0,2.7,3.6,0.3857142857,3.7,3.642857143
2.574425574,3.141858142,2.026273726,2.742557443,3.742557443,4,2.957442557,0,0.383016983,0.5248751249,0,2.785114885,2.815584416,2.283716284,2.316983017,0.4255744256,0,3.399300699,2.316983017,3.3,3.742557443,3.558141858,2.957442557,4,3.399300699,2.316983017,2.957442557,3.558141858,2.957442557,3.214885115,2.742557443,3.115584416,3.356743257,0.383016983,3.742557443,3.957442557,3.214885115,0,3.214885115,2.574425574,2.7,3.716283716,0,2.7,3.600699301,0.383016983,3.7,3.643256743
2.577422577,3.140859141,2.023976024,2.742257742,3.742257742,4,2.957742258,0,0.3803196803,0.5211788212,0,2.784515485,2.816883117,2.281718282,2.31968032,0.4225774226,0,3.398601399,2.31968032,3.3,3.742257742,3.559140859,2.957742258,4,3.398601399,2.31968032,2.957742258,3.559140859,2.957742258,3.215484515,2.742257742,3.116883117,3.356343656,0.3803196803,3.742257742,3.957742258,3.215484515,0,3.215484515,2.577422577,2.7,3.718281718,0,2.7,3.601398601,0.3803196803,3.7,3.643656344
2.58041958,3.13986014,2.021678322,2.741958042,3.741958042,4,2.958041958,0,0.3776223776,0.5174825175,0,2.783916084,2.818181818,2.27972028,2.322377622,0.4195804196,0,3.397902098,2.322377622,3.3,3.741958042,3.56013986,2.958041958,4,3.397902098,2.322377622,2.958041958,3.56013986,2.958041958,3.216083916,2.741958042,3.118181818,3.355944056,0.3776223776,3.741958042,3.958041958,3.216083916,0,3.216083916,2.58041958,2.7,3.72027972,0,2.7,3.602097902,0.3776223776,3.7,3.644055944
2.583416583,3.138861139,2.019380619,2.741658342,3.741658342,4,2.958341658,0,0.3749250749,0.5137862138,0,2.783316683,2.819480519,2.277722278,2.325074925,0.4165834166,0,3.397202797,2.325074925,3.3,3.741658342,3.561138861,2.958341658,4,3.397202797,2.325074925,2.958341658,3.561138861,2.958341658,3.216683317,2.741658342,3.119480519,3.355544456,0.3749250749,3.741658342,3.958341658,3.216683317,0,3.216683317,2.583416583,2.7,3.722277722,0,2.7,3.602797203,0.3749250749,3.7,3.644455544
2.586413586,3.137862138,2.017082917,2.741358641,3.741358641,4,2.958641359,0,0.3722277722,0.5100899101,0,2.782717283,2.820779221,2.275724276,2.327772228,0.4135864136,0,3.396503497,2.327772228,3.3,3.741358641,3.562137862,2.958641359,4,3.396503497,2.327772228,2.958641359,3.562137862,2.958641359,3.217282717,2.741358641,3.120779221,3.355144855,0.3722277722,3.741358641,3.958641359,3.217282717,0,3.217282717,2.586413586,2.7,3.724275724,0,2.7,3.603496503,0.3722277722,3.7,3.644855145
2.589410589,3.136863137,2.014785215,2.741058941,3.741058941,4,2.958941059,0,0.3695304695,0.5063936064,0,2.782117882,2.822077922,2.273726274,2.33046953,0.4105894106,0,3.395804196,2.33046953,3.3,3.741058941,3.563136863,2.958941059,4,3.395804196,2.33046953,2.958941059,3.563136863,2.958941059,3.217882118,2.741058941,3.122077922,3.354745255,0.3695304695,3.741058941,3.958941059,3.217882118,0,3.217882118,2.589410589,2.7,3.726273726,0,2.7,3.604195804,0.3695304695,3.7,3.645254745
2.592407592,3.135864136,2.012487512,2.740759241,3.740759241,4,2.959240759,0,0.3668331668,0.5026973027,0,2.781518482,2.823376623,2.271728272,2.333166833,0.4075924076,0,3.395104895,2.333166833,3.3,3.740759241,3.564135864,2.959240759,4,3.395104895,2.333166833,2.959240759,3.564135864,2.959240759,3.218481518,2.740759241,3.123376623,3.354345654,0.3668331668,3.740759241,3.959240759,3.218481518,0,3.218481518,2.592407592,2.7,3.728271728,0,2.7,3.604895105,0.3668331668,3.7,3.645654346
2.595404595,3.134865135,2.01018981,2.74045954,3.74045954,4,2.95954046,0,0.3641358641,0.499000999,0,2.780919081,2.824675325,2.26973027,2.335864136,0.4045954046,0,3.394405594,2.335864136,3.3,3.74045954,3.565134865,2.95954046,4,3.394405594,2.335864136,2.95954046,3.565134865,2.95954046,3.219080919,2.74045954,3.124675325,3.353946054,0.3641358641,3.74045954,3.95954046,3.219080919,0,3.219080919,2.595404595,2.7,3.73026973,0,2.7,3.605594406,0.3641358641,3.7,3.646053946
2.598401598,3.133866134,2.007892108,2.74015984,3.74015984,4,2.95984016,0,0.3614385614,0.4953046953,0,2.78031968,2.825974026,2.267732268,2.338561439,0.4015984016,0,3.393706294,2.338561439,3.3,3.74015984,3.566133866,2.95984016,4,3.393706294,2.338561439,2.95984016,3.566133866,2.95984016,3.21968032,2.74015984,3.125974026,3.353546454,0.3614385614,3.74015984,3.95984016,3.21968032,0,3.21968032,2.598401598,2.7,3.732267732,0,2.7,3.606293706,0.3614385614,3.7,3.646453546
2.601398601,3.132867133,2.005594406,2.73986014,3.73986014,4,2.96013986,0,0.3587412587,0.4916083916,0,2.77972028,2.827272727,2.265734266,2.341258741,0.3986013986,0,3.393006993,2.341258741,3.3,3.73986014,3.567132867,2.96013986,4,3.393006993,2.341258741,2.96013986,3.567132867,2.96013986,3.22027972,2.73986014,3.127272727,3.353146853,0.3587412587,3.73986014,3.96013986,3.22027972,0,3.22027972,2.601398601,2.7,3.734265734,0,2.7,3.606993007,0.3587412587,3.7,3.646853147
2.604395604,3.131868132,2.003296703,2.73956044,3.73956044,4,2.96043956,0,0.356043956,0.4879120879,0,2.779120879,2.828571429,2.263736264,2.343956044,0.3956043956,0,3.392307692,2.343956044,3.3,3.73956044,3.568131868,2.96043956,4,3.392307692,2.343956044,2.96043956,3.568131868,2.96043956,3.220879121,2.73956044,3.128571429,3.352747253,0.356043956,3.73956044,3.96043956,3.220879121,0,3.220879121,2.604395604,2.7,3.736263736,0,2.7,3.607692308,0.356043956,3.7,3.647252747
2.607392607,3.130869131,2.000999001,2.739260739,3.739260739,4,2.960739261,0,0.3533466533,0.4842157842,0,2.778521479,2.82987013,2.261738262,2.346653347,0.3926073926,0,3.391608392,2.346653347,3.3,3.739260739,3.569130869,2.960739261,4,3.391608392,2.346653347,2.960739261,3.569130869,2.960739261,3.221478521,2.739260739,3.12987013,3.352347652,0.3533466533,3.739260739,3.960739261,3.221478521,0,3.221478521,2.607392607,2.7,3.738261738,0,2.7,3.608391608,0.3533466533,3.7,3.647652348
2.61038961,3.12987013,1.998701299,2.738961039,3.738961039,4,2.961038961,0,0.3506493506,0.4805194805,0,2.777922078,2.831168831,2.25974026,2.349350649,0.3896103896,0,3.390909091,2.349350649,3.3,3.738961039,3.57012987,2.961038961,4,3.390909091,2.349350649,2.961038961,3.57012987,2.961038961,3.222077922,2.738961039,3.131168831,3.351948052,0.3506493506,3.738961039,3.961038961,3.222077922,0,3.222077922,2.61038961,2.7,3.74025974,0,2.7,3.609090909,0.3506493506,3.7,3.648051948
2.613386613,3.128871129,1.996403596,2.738661339,3.738661339,4,2.961338661,0,0.347952048,0.4768231768,0,2.777322677,2.832467532,2.257742258,2.352047952,0.3866133866,0,3.39020979,2.352047952,3.3,3.738661339,3.571128871,2.961338661,4,3.39020979,2.352047952,2.961338661,3.571128871,2.961338661,3.222677323,2.738661339,3.132467532,3.351548452,0.347952048,3.738661339,3.961338661,3.222677323,0,3.222677323,2.613386613,2.7,3.742257742,0,2.7,3.60979021,0.347952048,3.7,3.648451548
2.616383616,3.127872128,1.994105894,2.738361638,3.738361638,4,2.961638362,0,0.3452547453,0.4731268731,0,2.776723277,2.833766234,2.255744256,2.354745255,0.3836163836,0,3.38951049,2.354745255,3.3,3.738361638,3.572127872,2.961638362,4,3.38951049,2.354745255,2.961638362,3.572127872,2.961638362,3.223276723,2.738361638,3.133766234,3.351148851,0.3452547453,3.738361638,3.961638362,3.223276723,0,3.223276723,2.616383616,2.7,3.744255744,0,2.7,3.61048951,0.3452547453,3.7,3.648851149
2.619380619,3.126873127,1.991808192,2.738061938,3.738061938,4,2.961938062,0,0.3425574426,0.4694305694,0,2.776123876,2.835064935,2.253746254,2.357442557,0.3806193806,0,3.388811189,2.357442557,3.3,3.738061938,3.573126873,2.961938062,4,3.388811189,2.357442557,2.961938062,3.573126873,2.961938062,3.223876124,2.738061938,3.135064935,3.350749251,0.3425574426,3.738061938,3.961938062,3.223876124,0,3.223876124,2.619380619,2.7,3.746253746,0,2.7,3.611188811,0.3425574426,3.7,3.649250749
2.622377622,3.125874126,1.98951049,2.737762238,3.737762238,4,2.962237762,0,0.3398601399,0.4657342657,0,2.775524476,2.836363636,2.251748252,2.36013986,0.3776223776,0,3.388111888,2.36013986,3.3,3.737762238,3.574125874,2.962237762,4,3.388111888,2.36013986,2.962237762,3.574125874,2.962237762,3.224475524,2.737762238,3.136363636,3.35034965,0.3398601399,3.737762238,3.962237762,3.224475524,0,3.224475524,2.622377622,2.7,3.748251748,0,2.7,3.611888112,0.3398601399,3.7,3.64965035
2.625374625,3.124875125,1.987212787,2.737462537,3.737462537,4,2.962537463,0,0.3371628372,0.462037962,0,2.774925075,2.837662338,2.24975025,2.362837163,0.3746253746,0,3.387412587,2.362837163,3.3,3.737462537,3.575124875,2.962537463,4,3.387412587,2.362837163,2.962537463,3.575124875,2.962537463,3.225074925,2.737462537,3.137662338,3.34995005,0.3371628372,3.737462537,3.962537463,3.225074925,0,3.225074925,2.625374625,2.7,3.75024975,0,2.7,3.612587413,0.3371628372,3.7,3.65004995
2.628371628,3.123876124,1.984915085,2.737162837,3.737162837,4,2.962837163,0,0.3344655345,0.4583416583,0,2.774325674,2.838961039,2.247752248,2.365534466,0.3716283716,0,3.386713287,2.365534466,3.3,3.737162837,3.576123876,2.962837163,4,3.386713287,2.365534466,2.962837163,3.576123876,2.962837163,3.225674326,2.737162837,3.138961039,3.34955045,0.3344655345,3.737162837,3.962837163,3.225674326,0,3.225674326,2.628371628,2.7,3.752247752,0,2.7,3.613286713,0.3344655345,3.7,3.65044955
2.631368631,3.122877123,1.982617383,2.736863137,3.736863137,4,2.963136863,0,0.3317682318,0.4546453546,0,2.773726274,2.84025974,2.245754246,2.368231768,0.3686313686,0,3.386013986,2.368231768,3.3,3.736863137,3.577122877,2.963136863,4,3.386013986,2.368231768,2.963136863,3.577122877,2.963136863,3.226273726,2.736863137,3.14025974,3.349150849,0.3317682318,3.736863137,3.963136863,3.226273726,0,3.226273726,2.631368631,2.7,3.754245754,0,2.7,3.613986014,0.3317682318,3.7,3.650849151
2.634365634,3.121878122,1.98031968,2.736563437,3.736563437,4,2.963436563,0,0.3290709291,0.4509490509,0,2.773126873,2.841558442,2.243756244,2.370929071,0.3656343656,0,3.385314685,2.370929071,3.3,3.736563437,3.578121878,2.963436563,4,3.385314685,2.370929071,2.963436563,3.578121878,2.963436563,3.226873127,2.736563437,3.141558442,3.348751249,0.3290709291,3.736563437,3.963436563,3.226873127,0,3.226873127,2.634365634,2.7,3.756243756,0,2.7,3.614685315,0.3290709291,3.7,3.651248751
2.637362637,3.120879121,1.978021978,2.736263736,3.736263736,4,2.963736264,0,0.3263736264,0.4472527473,0,2.772527473,2.842857143,2.241758242,2.373626374,0.3626373626,0,3.384615385,2.373626374,3.3,3.736263736,3.579120879,2.963736264,4,3.384615385,2.373626374,2.963736264,3.579120879,2.963736264,3.227472527,2.736263736,3.142857143,3.348351648,0.3263736264,3.736263736,3.963736264,3.227472527,0,3.227472527,2.637362637,2.7,3.758241758,0,2.7,3.615384615,0.3263736264,3.7,3.651648352
2.64035964,3.11988012,1.975724276,2.735964036,3.735964036,4,2.964035964,0,0.3236763237,0.4435564436,0,2.771928072,2.844155844,2.23976024,2.376323676,0.3596403596,0,3.383916084,2.376323676,3.3,3.735964036,3.58011988,2.964035964,4,3.383916084,2.376323676,2.964035964,3.58011988,2.964035964,3.228071928,2.735964036,3.144155844,3.347952048,0.3236763237,3.735964036,3.964035964,3.228071928,0,3.228071928,2.64035964,2.7,3.76023976,0,2.7,3.616083916,0.3236763237,3.7,3.652047952
2.643356643,3.118881119,1.973426573,2.735664336,3.735664336,4,2.964335664,0,0.320979021,0.4398601399,0,2.771328671,2.845454545,2.237762238,2.379020979,0.3566433566,0,3.383216783,2.379020979,3.3,3.735664336,3.581118881,2.964335664,4,3.383216783,2.379020979,2.964335664,3.581118881,2.964335664,3.228671329,2.735664336,3.145454545,3.347552448,0.320979021,3.735664336,3.964335664,3.228671329,0,3.228671329,2.643356643,2.7,3.762237762,0,2.7,3.616783217,0.320979021,3.7,3.652447552
2.646353646,3.117882118,1.971128871,2.735364635,3.735364635,4,2.964635365,0,0.3182817183,0.4361638362,0,2.770729271,2.846753247,2.235764236,2.381718282,0.3536463536,0,3.382517483,2.381718282,3.3,3.735364635,3.582117882,2.964635365,4,3.382517483,2.381718282,2.964635365,3.582117882,2.964635365,3.229270729,2.735364635,3.146753247,3.347152847,0.3182817183,3.735364635,3.964635365,3.229270729,0,3.229270729,2.646353646,2.7,3.764235764,0,2.7,3.617482517,0.3182817183,3.7,3.652847153
2.649350649,3.116883117,1.968831169,2.735064935,3.735064935,4,2.964935065,0,0.3155844156,0.4324675325,0,2.77012987,2.848051948,2.233766234,2.384415584,0.3506493506,0,3.381818182,2.384415584,3.3,3.735064935,3.583116883,2.964935065,4,3.381818182,2.384415584,2.964935065,3.583116883,2.964935065,3.22987013,2.735064935,3.148051948,3.346753247,0.3155844156,3.735064935,3.964935065,3.22987013,0,3.22987013,2.649350649,2.7,3.766233766,0,2.7,3.618181818,0.3155844156,3.7,3.653246753
2.652347652,3.115884116,1.966533467,2.734765235,3.734765235,4,2.965234765,0,0.3128871129,0.4287712288,0,2.76953047,2.849350649,2.231768232,2.387112887,0.3476523477,0,3.381118881,2.387112887,3.3,3.734765235,3.584115884,2.965234765,4,3.381118881,2.387112887,2.965234765,3.584115884,2.965234765,3.23046953,2.734765235,3.149350649,3.346353646,0.3128871129,3.734765235,3.965234765,3.23046953,0,3.23046953,2.652347652,2.7,3.768231768,0,2.7,3.618881119,0.3128871129,3.7,3.653646354
2.655344655,3.114885115,1.964235764,2.734465534,3.734465534,4,2.965534466,0,0.3101898102,0.4250749251,0,2.768931069,2.850649351,2.22977023,2.38981019,0.3446553447,0,3.38041958,2.38981019,3.3,3.734465534,3.585114885,2.965534466,4,3.38041958,2.38981019,2.965534466,3.585114885,2.965534466,3.231068931,2.734465534,3.150649351,3.345954046,0.3101898102,3.734465534,3.965534466,3.231068931,0,3.231068931,2.655344655,2.7,3.77022977,0,2.7,3.61958042,0.3101898102,3.7,3.654045954
2.658341658,3.113886114,1.961938062,2.734165834,3.734165834,4,2.965834166,0,0.3074925075,0.4213786214,0,2.768331668,2.851948052,2.227772228,2.392507493,0.3416583417,0,3.37972028,2.392507493,3.3,3.734165834,3.586113886,2.965834166,4,3.37972028,2.392507493,2.965834166,3.586113886,2.965834166,3.231668332,2.734165834,3.151948052,3.345554446,0.3074925075,3.734165834,3.965834166,3.231668332,0,3.231668332,2.658341658,2.7,3.772227772,0,2.7,3.62027972,0.3074925075,3.7,3.654445554
